,ARSON,BURGLARY,COUNTY,FAMILY,GANG,ISTITUTIONAL,MULT_VICTIMS,RAPE,ROBBERY,SNIPER,YEAR
1641,0,0,200,0,0,0,0,0,0,0,2014
1642,0,0,200,0,0,0,0,0,0,0,2013
1643,0,0,200,0,0,0,0,0,0,0,2012
1644,0,0,200,0,0,0,0,0,0,0,2011
1645,0,0,200,0,0,0,0,0,0,0,2010
1646,0,0,200,0,0,0,0,0,0,0,2009
1647,0,0,200,0,0,0,0,0,0,0,2008
1648,0,0,200,0,0,0,0,0,0,0,2007
1649,0,0,200,0,0,0,0,0,0,0,2006
1650,0,0,201,0,0,0,0,0,0,0,2015
1651,0,0,201,0,0,0,0,0,0,0,2014
1652,0,0,201,0,0,0,0,0,0,0,2013
1653,0,0,201,0,0,0,0,0,0,0,2012
1654,0,0,201,0,0,0,0,0,0,0,2011
1655,0,0,201,0,0,0,2,0,0,0,2010
1656,0,0,201,0,0,0,0,0,0,0,2009
1657,0,0,201,0,0,0,2,0,0,0,2008
1658,0,0,201,0,0,0,0,0,0,0,2007
1659,0,0,201,0,0,0,1,0,0,0,2006
1660,0,0,210,0,0,0,0,0,0,0,2015
1661,0,0,210,0,0,0,1,0,0,0,2014
1662,0,0,210,0,0,0,1,0,0,0,2013
1663,0,0,210,0,0,0,0,0,0,0,2012
1664,0,0,210,0,0,0,1,0,0,0,2011
1665,0,0,210,0,0,0,0,0,0,0,2010
1666,0,0,210,0,0,0,0,0,0,0,2009
1667,0,0,210,0,0,0,0,0,0,0,2008
1668,0,0,210,0,0,0,0,0,0,0,2007
1669,0,0,210,0,0,0,0,0,0,0,2006
1670,0,0,212,0,0,0,0,0,0,0,2015
1671,0,0,212,0,0,0,1,0,0,0,2014
1672,0,0,212,0,0,0,0,0,0,0,2013
1673,0,0,212,0,0,0,0,0,0,0,2012
1674,0,0,212,0,0,0,1,0,0,0,2011
1675,0,0,212,0,0,0,2,0,0,0,2010
1676,0,0,212,0,0,0,0,0,0,0,2009
1677,0,0,212,0,0,0,2,0,0,0,2008
1678,0,0,212,0,0,0,2,0,0,0,2007
1679,0,0,212,0,0,0,2,0,0,0,2006
1680,0,0,213,0,0,0,0,0,0,0,2015
1681,0,0,213,0,0,0,0,0,0,0,2014
1682,0,0,213,0,0,0,0,0,0,0,2013
1683,0,0,213,0,0,0,0,0,0,0,2012
1684,0,0,213,0,0,0,0,0,0,0,2011
1685,0,0,213,0,0,0,0,0,0,0,2010
1686,0,0,213,0,0,0,0,0,0,0,2009
1687,0,0,213,0,0,0,0,0,0,0,2008
1688,0,0,213,0,0,0,0,0,0,0,2007
1689,0,0,213,0,0,0,1,0,0,0,2006
1690,0,0,214,0,0,0,0,0,0,0,2015
1691,0,0,214,0,0,0,0,0,0,0,2014
1692,0,0,214,0,0,0,0,0,0,0,2013
1693,0,0,214,0,0,0,0,0,0,0,2012
1694,0,0,214,0,0,0,0,0,0,0,2011
1695,0,0,214,0,0,0,0,0,0,0,2010
1696,0,0,214,0,0,0,0,0,0,0,2009
1697,0,0,214,0,0,0,1,0,0,0,2008
1698,0,0,214,0,0,0,0,0,0,0,2007
1699,0,0,214,0,0,0,1,0,0,0,2006
1700,0,0,220,0,0,0,8,0,0,0,2015
1701,0,0,220,0,0,0,15,0,0,0,2014
1702,0,0,220,0,0,0,19,0,0,0,2013
1703,0,0,220,0,0,0,10,0,0,0,2012
1704,0,0,220,0,0,0,8,0,0,0,2011
1705,0,0,220,0,0,0,17,0,0,0,2010
1706,0,0,220,0,0,0,11,0,0,0,2009
1707,0,0,220,0,0,0,7,0,0,0,2008
1708,0,0,220,0,0,0,8,0,0,0,2007
1709,0,0,220,0,0,0,20,0,0,0,2006
1710,0,0,221,0,0,0,0,0,0,0,2015
1711,0,0,221,0,0,0,0,0,0,0,2014
1712,0,0,221,0,0,0,0,0,0,0,2013
1713,0,0,221,0,0,0,1,0,0,0,2012
1714,0,0,221,0,0,0,2,0,0,0,2011
1715,0,0,221,0,0,0,0,0,0,0,2010
1716,0,0,221,0,0,0,3,0,0,0,2009
1717,0,0,221,0,0,0,1,0,0,0,2008
1718,0,0,221,0,0,0,3,0,0,0,2007
1719,0,0,221,0,0,0,1,0,0,0,2006
1720,0,0,223,0,0,0,0,0,0,0,2015
1721,0,0,223,0,0,0,1,0,0,0,2014
1722,0,0,223,0,0,0,1,0,0,0,2013
1723,0,0,223,0,0,0,0,0,0,0,2012
1724,0,0,223,0,0,0,0,0,0,0,2011
1725,0,0,223,0,0,0,0,0,0,0,2010
1726,0,0,223,0,0,0,0,0,0,0,2009
1727,0,0,223,0,0,0,0,0,0,0,2008
1728,0,0,223,0,0,0,0,0,0,0,2007
1729,0,0,223,0,0,0,0,0,0,0,2006
1730,0,0,226,0,0,0,0,0,0,0,2015
1731,0,0,226,0,0,0,4,0,0,0,2014
1732,0,0,226,0,0,0,2,0,0,0,2013
1733,0,0,226,0,0,0,1,0,0,0,2012
1734,0,0,226,0,0,0,0,0,0,0,2011
1735,0,0,226,0,0,0,0,0,0,0,2010
1736,0,0,226,0,0,0,1,0,0,0,2009
1737,0,0,226,0,0,0,1,0,0,0,2008
1738,0,0,226,0,0,0,0,0,0,0,2007
1739,0,0,226,0,0,0,1,0,0,0,2006
1740,0,0,227,0,0,0,0,0,0,0,2015
1741,0,0,227,0,0,0,4,0,0,0,2014
1742,0,0,227,0,0,0,2,0,0,0,2013
1743,0,0,227,0,0,0,0,0,0,0,2012
1744,0,0,227,0,0,0,4,0,0,0,2011
1745,0,0,227,0,0,0,6,0,0,0,2010
1746,0,0,227,0,0,0,2,0,0,0,2009
1747,0,0,227,0,0,0,3,0,0,0,2008
1748,0,0,227,0,0,0,2,0,0,0,2007
1749,0,0,227,0,0,0,2,0,0,0,2006
1750,0,0,228,0,0,0,0,0,0,0,2015
1751,0,0,228,0,0,0,0,0,0,0,2014
1752,0,0,228,0,0,0,0,0,0,0,2013
1753,0,0,228,0,0,0,0,0,0,0,2012
1754,0,0,228,0,0,0,0,0,0,0,2011
1755,0,0,228,0,0,0,0,0,0,0,2010
1756,0,0,228,0,0,0,0,0,0,0,2009
1757,0,0,228,0,0,0,0,0,0,0,2008
1758,0,0,228,0,0,0,0,0,0,0,2007
1759,0,0,228,0,0,0,0,0,0,0,2006
1760,0,0,230,0,0,0,0,0,0,0,2015
1761,0,0,230,0,0,0,0,0,0,0,2014
1762,0,0,230,0,0,0,0,0,0,0,2013
1763,0,0,230,0,0,0,0,0,0,0,2012
1764,0,0,230,0,0,0,0,0,0,0,2011
1765,0,0,230,0,0,0,1,0,0,0,2010
1766,0,0,230,0,0,0,0,0,0,0,2009
1767,0,0,230,0,0,0,0,0,0,0,2008
1768,0,0,230,0,0,0,0,0,0,0,2007
1769,0,0,230,0,0,0,0,0,0,0,2006
1770,0,0,232,0,0,0,0,0,0,0,2015
1771,0,0,232,0,0,0,0,0,0,0,2014
1772,0,0,232,0,0,0,0,0,0,0,2013
1773,0,0,232,0,0,0,1,0,0,0,2012
1774,0,0,232,0,0,0,0,0,0,0,2011
1775,0,0,232,0,0,0,0,0,0,0,2010
1776,0,0,232,0,0,0,0,0,0,0,2009
1777,0,0,232,0,0,0,0,0,0,0,2008
1778,0,0,232,0,0,0,0,0,0,0,2007
1779,0,0,232,0,0,0,0,0,0,0,2006
1780,0,0,233,0,0,0,0,0,0,0,2015
1781,0,0,233,0,0,0,0,0,0,0,2014
1782,0,0,233,0,0,0,0,0,0,0,2013
1783,0,0,233,0,0,0,0,0,0,0,2012
1784,0,0,233,0,0,0,0,0,0,0,2011
1785,0,0,233,0,0,0,1,0,0,0,2010
1786,0,0,233,0,0,0,1,0,0,0,2009
1787,0,0,233,0,0,0,0,0,0,0,2008
1788,0,0,233,0,0,0,0,0,0,0,2007
1789,0,0,233,0,0,0,0,0,0,0,2006
1790,0,0,235,0,0,0,0,0,0,0,2015
1791,0,0,235,0,0,0,0,0,0,0,2014
1792,0,0,235,0,0,0,0,0,0,0,2013
1793,0,0,235,0,0,0,0,0,0,0,2012
1794,0,0,235,0,0,0,0,0,0,0,2011
1795,0,0,235,0,0,0,2,0,0,0,2010
1796,0,0,235,0,0,0,0,0,0,0,2009
1797,0,0,235,0,0,0,0,0,0,0,2008
1798,0,0,235,0,0,0,0,0,0,0,2007
1799,0,0,235,0,0,0,1,0,0,0,2006
1800,0,0,236,0,0,0,0,0,0,0,2015
1801,0,0,236,0,0,0,0,0,0,0,2014
1802,0,0,236,0,0,0,1,0,0,0,2013
1803,0,0,236,0,0,0,0,0,0,0,2012
1804,0,0,236,0,0,0,1,0,0,0,2011
1805,0,0,236,0,0,0,0,0,0,0,2010
1806,0,0,236,0,0,0,0,0,0,0,2009
1807,0,0,236,0,0,0,0,0,0,0,2008
1808,0,0,236,0,0,0,0,0,0,0,2007
1809,0,0,236,0,0,0,1,0,0,0,2006
1810,0,0,237,0,0,0,0,0,0,0,2015
1811,0,0,237,0,0,0,0,0,0,0,2014
1812,0,0,237,0,0,0,0,0,0,0,2013
1813,0,0,237,0,0,0,2,0,0,0,2012
1814,0,0,237,0,0,0,0,0,0,0,2011
1815,0,0,237,0,0,0,1,0,0,0,2010
1816,0,0,237,0,0,0,3,0,0,0,2009
1817,0,0,237,0,0,0,0,0,0,0,2008
1818,0,0,237,0,0,0,0,0,0,0,2007
1819,0,0,237,0,0,0,0,0,0,0,2006
1820,0,0,238,0,0,0,0,0,0,0,2015
1821,0,0,238,0,0,0,0,0,0,0,2014
1822,0,0,238,0,0,0,0,0,0,0,2013
1823,0,0,238,0,0,0,1,0,0,0,2012
1824,0,0,238,0,0,0,0,0,0,0,2011
1825,0,0,238,0,0,0,0,0,0,0,2010
1826,0,0,238,0,0,0,0,0,0,0,2009
1827,0,0,238,0,0,0,0,0,0,0,2008
1828,0,0,238,0,0,0,0,0,0,0,2007
1829,0,0,238,0,0,0,0,0,0,0,2006
1830,0,0,240,0,0,0,2,0,0,0,2015
1831,0,0,240,0,0,0,2,0,0,0,2014
1832,0,0,240,0,0,0,0,0,0,0,2013
1833,0,0,240,0,0,0,2,0,0,0,2012
1834,0,0,240,0,0,0,1,0,0,0,2011
1835,0,0,240,0,0,0,0,0,0,0,2010
1836,0,0,240,0,0,0,1,0,0,0,2009
1837,0,0,240,0,0,0,0,0,0,0,2008
1838,0,0,240,0,0,0,1,0,0,0,2007
1839,0,0,240,0,0,0,2,0,0,0,2006
1840,0,0,241,0,0,0,0,0,0,0,2015
1841,0,0,241,0,0,0,0,0,0,0,2014
1842,0,0,241,0,0,0,0,0,0,0,2013
1843,0,0,241,0,0,0,0,0,0,0,2012
1844,0,0,241,0,0,0,0,0,0,0,2011
1845,0,0,241,0,0,0,0,0,0,0,2010
1846,0,0,241,0,0,0,0,0,0,0,2009
1847,0,0,241,0,0,0,0,0,0,0,2008
1848,0,0,241,0,0,0,0,0,0,0,2007
1849,0,0,241,0,0,0,1,0,0,0,2006
1850,0,0,243,0,0,0,0,0,0,0,2015
1851,0,0,243,0,0,0,0,0,0,0,2014
1852,0,0,243,0,0,0,0,0,0,0,2013
1853,0,0,243,0,0,0,0,0,0,0,2012
1854,0,0,243,0,0,0,0,0,0,0,2011
1855,0,0,243,0,0,0,0,0,0,0,2010
1856,0,0,243,0,0,0,1,0,0,0,2009
1857,0,0,243,0,0,0,0,0,0,0,2008
1858,0,0,243,0,0,0,0,0,0,0,2007
1859,0,0,243,0,0,0,0,0,0,0,2006
1860,0,0,246,0,0,0,1,0,0,0,2015
1861,0,0,246,0,0,0,2,0,0,0,2014
1862,0,0,246,0,0,0,1,0,0,0,2013
1863,0,0,246,0,0,0,0,0,0,0,2012
1864,0,0,246,0,0,0,1,0,0,0,2011
1865,0,0,246,0,0,0,0,0,0,0,2010
1866,0,0,246,0,0,0,0,0,0,0,2009
1867,0,0,246,0,0,0,3,0,0,0,2008
1868,0,0,246,0,0,0,0,0,0,0,2007
1869,0,0,246,0,0,0,0,0,0,0,2006
1870,0,0,248,0,0,0,0,0,0,0,2015
1871,0,0,248,0,0,0,0,0,0,0,2014
1872,0,0,248,0,0,0,0,0,0,0,2013
1873,0,0,248,0,0,0,0,0,0,0,2012
1874,0,0,248,0,0,0,0,0,0,0,2011
1875,0,0,248,0,0,0,0,0,0,0,2010
1876,0,0,248,0,0,0,0,0,0,0,2009
1877,0,0,248,0,0,0,0,0,0,0,2008
1878,0,0,248,0,0,0,0,0,0,0,2007
1879,0,0,248,0,0,0,0,0,0,0,2006
1880,0,0,249,0,0,0,0,0,0,0,2015
1881,0,0,249,0,0,0,0,0,0,0,2014
1882,0,0,249,0,0,0,0,0,0,0,2013
1883,0,0,249,0,0,0,0,0,0,0,2012
1884,0,0,249,0,0,0,0,0,0,0,2011
1885,0,0,249,0,0,0,0,0,0,0,2010
1886,0,0,249,0,0,0,0,0,0,0,2009
1887,0,0,249,0,0,0,0,0,0,0,2008
1888,0,0,249,0,0,0,0,0,0,0,2007
1889,0,0,249,0,0,0,0,0,0,0,2006
1890,0,0,252,0,0,0,0,0,0,0,2015
1891,0,0,252,0,0,0,0,0,0,0,2014
1892,0,0,252,0,0,0,0,0,0,0,2013
1893,0,0,252,0,0,0,0,0,0,0,2012
1894,0,0,252,0,0,0,1,0,0,0,2011
1895,0,0,252,0,0,0,0,0,0,0,2010
1896,0,0,252,0,0,0,0,0,0,0,2009
1897,0,0,252,0,0,0,0,0,0,0,2008
1898,0,0,252,0,0,0,0,0,0,0,2007
1899,0,0,252,0,0,0,0,0,0,0,2006
1900,0,0,253,0,0,0,1,0,0,0,2015
1901,0,0,253,0,0,0,0,0,0,0,2014
1902,0,0,253,0,0,0,0,0,0,0,2013
1903,0,0,253,0,0,0,0,0,0,0,2012
1904,0,0,253,0,0,0,0,0,0,0,2011
1905,0,0,253,0,0,0,0,0,0,0,2010
1906,0,0,253,0,0,0,0,0,0,0,2009
1907,0,0,253,0,0,0,0,0,0,0,2008
1908,0,0,253,0,0,0,0,0,0,0,2007
1909,0,0,253,0,0,0,0,0,0,0,2006
1910,0,0,121,0,0,0,0,0,0,0,2015
1911,0,0,121,0,0,0,0,0,0,0,2014
1912,0,0,121,0,0,0,2,0,0,0,2013
1913,0,0,121,0,0,0,3,0,0,0,2012
1914,0,0,121,0,0,0,1,0,0,0,2011
1915,0,0,121,0,0,0,6,0,0,0,2010
1916,0,0,121,0,0,0,1,0,0,0,2009
1917,0,0,121,0,0,0,5,0,0,0,2008
1918,0,0,121,0,0,0,1,0,0,0,2007
1919,0,0,121,0,0,0,0,0,0,0,2006
1920,0,0,127,0,0,0,0,0,0,0,2015
1921,0,0,127,0,0,0,0,0,0,0,2014
1922,0,0,127,0,0,0,0,0,0,0,2013
1923,0,0,127,0,0,0,2,0,0,0,2012
1924,0,0,127,0,0,0,0,0,0,0,2011
1925,0,0,127,0,0,0,1,0,0,0,2010
1926,0,0,127,0,0,0,0,0,0,0,2009
1927,0,0,127,0,0,0,0,0,0,0,2008
1928,0,0,127,0,0,0,0,0,0,0,2007
1929,0,0,127,0,0,0,0,0,0,0,2006
1930,0,0,138,0,0,0,0,0,0,0,2015
1931,0,0,138,0,0,0,0,0,0,0,2014
1932,0,0,138,0,0,0,0,0,0,0,2013
1933,0,0,138,0,0,0,0,0,0,0,2012
1934,0,0,138,0,0,0,0,0,0,0,2011
1935,0,0,138,0,0,0,0,0,0,0,2010
1936,0,0,138,0,0,0,1,0,0,0,2009
1937,0,0,138,0,0,0,0,0,0,0,2008
1938,0,0,138,0,0,0,0,0,0,0,2007
1939,0,0,138,0,0,0,1,0,0,0,2006
1940,0,0,147,0,0,0,0,0,0,0,2015
1941,0,0,147,0,0,0,0,0,0,0,2014
1942,0,0,147,0,0,0,0,0,0,0,2013
1943,0,0,147,0,0,0,1,0,0,0,2012
1944,0,0,147,0,0,0,3,0,0,0,2011
1945,0,0,147,0,0,0,0,0,0,0,2010
1946,0,0,147,0,0,0,0,0,0,0,2009
1947,0,0,147,0,0,0,1,0,0,0,2008
1948,0,0,147,0,0,0,1,0,0,0,2007
1949,0,0,147,0,0,0,0,0,0,0,2006
1950,0,0,154,0,0,0,0,0,0,0,2015
1951,0,0,154,0,0,0,0,0,0,0,2014
1952,0,0,154,0,0,0,0,0,0,0,2013
1953,0,0,154,0,0,0,0,0,0,0,2012
1954,0,0,154,0,0,0,0,0,0,0,2011
1955,0,0,154,0,0,0,0,0,0,0,2010
1956,0,0,154,0,0,0,0,0,0,0,2009
1957,0,0,154,0,0,0,0,0,0,0,2008
1958,0,0,154,0,0,0,0,0,0,0,2007
1959,0,0,154,0,0,0,0,0,0,0,2006
1960,0,0,156,0,0,0,0,0,0,0,2015
1961,0,0,156,0,0,0,0,0,0,0,2014
1962,0,0,156,0,0,0,0,0,0,0,2013
1963,0,0,156,0,0,0,0,0,0,0,2012
1964,0,0,156,0,0,0,0,0,0,0,2011
1965,0,0,156,0,0,0,0,0,0,0,2010
1966,0,0,156,0,0,0,0,0,0,0,2009
1967,0,0,156,0,0,0,1,0,0,0,2008
1968,0,0,156,0,0,0,0,0,0,0,2007
1969,0,0,156,0,0,0,0,0,0,0,2006
1970,0,0,115,0,0,0,0,0,0,0,2015
1971,0,0,115,0,0,0,1,0,0,0,2014
1972,0,0,115,0,0,0,0,0,0,0,2013
1973,0,0,115,0,0,0,0,0,0,0,2012
1974,0,0,115,0,0,0,0,0,0,0,2011
1975,0,0,115,0,0,0,0,0,0,0,2010
1976,0,0,115,0,0,0,0,0,0,0,2009
1977,0,0,115,0,0,0,0,0,0,0,2008
1978,0,0,115,0,0,0,1,0,0,0,2007
1979,0,0,115,0,0,0,0,0,0,0,2006
1980,0,0,116,0,0,0,0,0,0,0,2015
1981,0,0,116,0,0,0,2,0,0,0,2014
1982,0,0,116,0,0,0,0,0,0,0,2013
1983,0,0,116,0,0,0,1,0,0,0,2012
1984,0,0,116,0,0,0,4,0,0,0,2011
1985,0,0,116,0,0,0,0,0,0,0,2010
1986,0,0,116,0,0,0,0,0,0,0,2009
1987,0,0,116,0,0,0,0,0,0,0,2008
1988,0,0,116,0,0,0,1,0,0,0,2007
1989,0,0,116,0,0,0,2,0,0,0,2006
1990,0,0,134,0,0,0,0,0,0,0,2015
1991,0,0,134,0,0,0,0,0,0,0,2014
1992,0,0,134,0,0,0,0,0,0,0,2013
1993,0,0,134,0,0,0,0,0,0,0,2012
1994,0,0,134,0,0,0,0,0,0,0,2011
1995,0,0,134,0,0,0,0,0,0,0,2010
1996,0,0,134,0,0,0,0,0,0,0,2009
1997,0,0,134,0,0,0,0,0,0,0,2008
1998,0,0,134,0,0,0,0,0,0,0,2007
1999,0,0,134,0,0,0,0,0,0,0,2006
2000,0,0,142,0,0,0,0,0,0,0,2015
2001,0,0,142,0,0,0,0,0,0,0,2014
2002,0,0,142,0,0,0,0,0,0,0,2013
2003,0,0,142,0,0,0,0,0,0,0,2012
2004,0,0,142,0,0,0,0,0,0,0,2011
2005,0,0,142,0,0,0,0,0,0,0,2010
2006,0,0,142,0,0,0,0,0,0,0,2009
2007,0,0,142,0,0,0,0,0,0,0,2008
2008,0,0,142,0,0,0,0,0,0,0,2007
2009,0,0,142,0,0,0,0,0,0,0,2006
2010,0,0,158,0,0,0,0,0,0,0,2015
2011,0,0,158,0,0,0,0,0,0,0,2014
2012,0,0,158,0,0,0,0,0,0,0,2013
2013,0,0,158,0,0,0,0,0,0,0,2012
2014,0,0,158,0,0,0,0,0,0,0,2011
2015,0,0,158,0,0,0,0,0,0,0,2010
2016,0,0,158,0,0,0,0,0,0,0,2009
2017,0,0,158,0,0,0,0,0,0,0,2008
2018,0,0,158,0,0,0,0,0,0,0,2007
2019,0,0,158,0,0,0,0,0,0,0,2006
2020,0,0,169,0,0,0,0,0,0,0,2015
2021,0,0,169,0,0,0,0,0,0,0,2014
2022,0,0,169,0,0,0,0,0,0,0,2013
2023,0,0,169,0,0,0,0,0,0,0,2012
2024,0,0,169,0,0,0,0,0,0,0,2011
2025,0,0,169,0,0,0,0,0,0,0,2010
2026,0,0,169,0,0,0,0,0,0,0,2009
2027,0,0,169,0,0,0,0,0,0,0,2008
2028,0,0,169,0,0,0,0,0,0,0,2007
2029,0,0,169,0,0,0,0,0,0,0,2006
2030,0,0,176,0,0,0,0,0,0,0,2015
2031,0,0,176,0,0,0,0,0,0,0,2014
2032,0,0,176,0,0,0,0,0,0,0,2013
2033,0,0,176,0,0,0,0,0,0,0,2012
2034,0,0,176,0,0,0,0,0,0,0,2011
2035,0,0,176,0,0,0,0,0,0,0,2010
2036,0,0,176,0,0,0,0,0,0,0,2009
2037,0,0,176,0,0,0,0,0,0,0,2008
2038,0,0,176,0,0,0,0,0,0,0,2007
2039,0,0,176,0,0,0,0,0,0,0,2006
2040,0,0,202,0,0,0,0,0,0,0,2015
2041,0,0,202,0,0,0,1,0,0,0,2014
2042,0,0,202,0,0,0,0,0,0,0,2013
2043,0,0,202,0,0,0,0,0,0,0,2012
2044,0,0,202,0,0,0,0,0,0,0,2011
2045,0,0,202,0,0,0,1,0,0,0,2010
2046,0,0,202,0,0,0,0,0,0,0,2009
2047,0,0,202,0,0,0,0,0,0,0,2008
2048,0,0,202,0,0,0,0,0,0,0,2007
2049,0,0,202,0,0,0,0,0,0,0,2006
2050,0,0,203,0,0,0,0,0,0,0,2015
2051,0,0,203,0,0,0,0,0,0,0,2014
2052,0,0,203,0,0,0,0,0,0,0,2013
2053,0,0,203,0,0,0,0,0,0,0,2012
2054,0,0,203,0,0,0,0,0,0,0,2011
2055,0,0,203,0,0,0,0,0,0,0,2010
2056,0,0,203,0,0,0,0,0,0,0,2009
2057,0,0,203,0,0,0,0,0,0,0,2008
2058,0,0,203,0,0,0,0,0,0,0,2007
2059,0,0,203,0,0,0,0,0,0,0,2006
2060,0,0,208,0,0,0,0,0,0,0,2015
2061,0,0,208,0,0,0,0,0,0,0,2014
2062,0,0,208,0,0,0,0,0,0,0,2013
2063,0,0,208,0,0,0,0,0,0,0,2012
2064,0,0,208,0,0,0,0,0,0,0,2011
2065,0,0,208,0,0,0,2,0,0,0,2010
2066,0,0,208,0,0,0,0,0,0,0,2009
2067,0,0,208,0,0,0,0,0,0,0,2008
2068,0,0,208,0,0,0,0,0,0,0,2007
2069,0,0,208,0,0,0,2,0,0,0,2006
2070,0,0,229,0,0,0,0,0,0,0,2015
2071,0,0,229,0,0,0,0,0,0,0,2014
2072,0,0,229,0,0,0,0,0,0,0,2013
2073,0,0,229,0,0,0,0,0,0,0,2012
2074,0,0,229,0,0,0,0,0,0,0,2011
2075,0,0,229,0,0,0,1,0,0,0,2010
2076,0,0,229,0,0,0,0,0,0,0,2009
2077,0,0,229,0,0,0,0,0,0,0,2008
2078,0,0,229,0,0,0,0,0,0,0,2007
2079,0,0,229,0,0,0,0,0,0,0,2006
2080,0,0,234,0,0,0,0,0,0,0,2015
2081,0,0,234,0,0,0,0,0,0,0,2014
2082,0,0,234,0,0,0,0,0,0,0,2013
2083,0,0,234,0,0,0,1,0,0,0,2012
2084,0,0,234,0,0,0,0,0,0,0,2011
2085,0,0,234,0,0,0,0,0,0,0,2010
2086,0,0,234,0,0,0,0,0,0,0,2009
2087,0,0,234,0,0,0,0,0,0,0,2008
2088,0,0,234,0,0,0,0,0,0,0,2007
2089,0,0,234,0,0,0,0,0,0,0,2006
2090,0,0,239,0,0,0,0,0,0,0,2015
2091,0,0,239,0,0,0,0,0,0,0,2014
2092,0,0,239,0,0,0,0,0,0,0,2013
2093,0,0,239,0,0,0,0,0,0,0,2012
2094,0,0,239,0,0,0,0,0,0,0,2011
2095,0,0,239,0,0,0,0,0,0,0,2010
2096,0,0,239,0,0,0,0,0,0,0,2009
2097,0,0,239,0,0,0,1,0,0,0,2008
2098,0,0,239,0,0,0,0,0,0,0,2007
2099,0,0,239,0,0,0,0,0,0,0,2006
2100,0,0,245,0,0,0,0,0,0,0,2015
2101,0,0,245,0,0,0,0,0,0,0,2014
2102,0,0,245,0,0,0,0,0,0,0,2013
2103,0,0,245,0,0,0,0,0,0,0,2012
2104,0,0,245,0,0,0,0,0,0,0,2011
2105,0,0,245,0,0,0,0,0,0,0,2010
2106,0,0,245,0,0,0,0,0,0,0,2009
2107,0,0,245,0,0,0,0,0,0,0,2008
2108,0,0,245,0,0,0,0,0,0,0,2007
2109,0,0,245,0,0,0,0,0,0,0,2006
2110,0,0,250,0,0,0,0,0,0,0,2015
2111,0,0,250,0,0,0,1,0,0,0,2014
2112,0,0,250,0,0,0,0,0,0,0,2013
2113,0,0,250,0,0,0,0,0,0,0,2012
2114,0,0,250,0,0,0,0,0,0,0,2011
2115,0,0,250,0,0,0,0,0,0,0,2010
2116,0,0,250,0,0,0,1,0,0,0,2009
2117,0,0,250,0,0,0,0,0,0,0,2008
2118,0,0,250,0,0,0,1,0,0,0,2007
2119,0,0,250,0,0,0,0,0,0,0,2006
2120,0,0,153,0,0,0,0,0,0,0,2015
2121,0,0,153,0,0,0,0,0,0,0,2014
2122,0,0,153,0,0,0,0,0,0,0,2013
2123,0,0,153,0,0,0,0,0,0,0,2012
2124,0,0,153,0,0,0,0,0,0,0,2011
2125,0,0,153,0,0,0,0,0,0,0,2010
2126,0,0,153,0,0,0,0,0,0,0,2009
2127,0,0,153,0,0,0,0,0,0,0,2008
2128,0,0,153,0,0,0,0,0,0,0,2007
2129,0,0,153,0,0,0,0,0,0,0,2006
2130,0,0,149,0,0,0,0,0,0,0,2015
2131,0,0,149,0,0,0,0,0,0,0,2014
2132,0,0,149,0,0,0,0,0,0,0,2013
2133,0,0,149,0,0,0,0,0,0,0,2012
2134,0,0,149,0,0,0,0,0,0,0,2011
2135,0,0,149,0,0,0,0,0,0,0,2010
2136,0,0,149,0,0,0,0,0,0,0,2009
2137,0,0,149,0,0,0,0,0,0,0,2008
2138,0,0,149,0,0,0,0,0,0,0,2007
2139,0,0,149,0,0,0,1,0,0,0,2006
2140,0,0,175,0,0,0,0,0,0,0,2015
2141,0,0,175,0,0,0,0,0,0,0,2014
2142,0,0,175,0,0,0,1,0,0,0,2013
2143,0,0,175,0,0,0,0,0,0,0,2012
2144,0,0,175,0,0,0,0,0,0,0,2011
2145,0,0,175,0,0,0,0,0,0,0,2010
2146,0,0,175,0,0,0,0,0,0,0,2009
2147,0,0,175,0,0,0,0,0,0,0,2008
2148,0,0,175,0,0,0,1,0,0,0,2007
2149,0,0,175,0,0,0,1,0,0,0,2006
2150,0,0,196,0,0,0,0,0,0,0,2015
2151,0,0,196,0,0,0,0,0,0,0,2014
2152,0,0,196,0,0,0,0,0,0,0,2013
2153,0,0,196,0,0,0,0,0,0,0,2012
2154,0,0,196,0,0,0,0,0,0,0,2011
2155,0,0,196,0,0,0,0,0,0,0,2010
2156,0,0,196,0,0,0,0,0,0,0,2009
2157,0,0,196,0,0,0,0,0,0,0,2008
2158,0,0,196,0,0,0,0,0,0,0,2007
2159,0,0,196,0,0,0,0,0,0,0,2006
2160,0,0,198,0,0,0,0,0,0,0,2015
2161,0,0,198,0,0,0,0,0,0,0,2014
2162,0,0,198,0,0,0,0,0,0,0,2013
2163,0,0,198,0,0,0,0,0,0,0,2012
2164,0,0,198,0,0,0,0,0,0,0,2011
2165,0,0,198,0,0,0,0,0,0,0,2010
2166,0,0,198,0,0,0,0,0,0,0,2009
2167,0,0,198,0,0,0,0,0,0,0,2008
2168,0,0,198,0,0,0,0,0,0,0,2007
2169,0,0,198,0,0,0,0,0,0,0,2006
2170,0,0,199,0,0,0,0,0,0,0,2015
2171,0,0,199,0,0,0,0,0,0,0,2014
2172,0,0,199,0,0,0,0,0,0,0,2013
2173,0,0,199,0,0,0,0,0,0,0,2012
2174,0,0,199,0,0,0,0,0,0,0,2011
2175,0,0,199,0,0,0,0,0,0,0,2010
